ts,customer_id,age,income_monthly,debts_monthly,amount,term_months,credit_score,employment_status,collateral_value,purpose,out_decision,out_dti,out_ltv,out_risk_score,out_reasons,out_confidence,out_rule_hits,kyc_status,aml_hit
2025-08-13T15:29:50,10008,18,19001.0,30000.0,500000.0,48,700,student,800000.0,business,Reject,1.58,0.62,100,"['Low income (< 50,000).', 'High DTI (>= 0.6).']",0.05,"[{'code': 'LOW_INCOME', 'message': 'Low income (< 50,000).', 'severity': 'flag'}, {'code': 'HIGH_DTI', 'message': 'High DTI (>= 0.6).', 'severity': 'reject'}]",pass,False
2025-08-13T15:35:17,10010,18,19001.0,30000.0,500000.0,48,700,student,800000.0,business,Reject,1.58,0.62,100,"['KYC failed (mock).', 'Low income (< 50,000).', 'High DTI (>= 0.6).']",0.05,"[{'code': 'LOW_INCOME', 'message': 'Low income (< 50,000).', 'severity': 'flag'}, {'code': 'HIGH_DTI', 'message': 'High DTI (>= 0.6).', 'severity': 'reject'}, {'code': 'KYC_FAIL', 'message': 'KYC failed (mock).', 'severity': 'reject'}]",fail,True
2025-08-13T15:35:23,10010,18,19001.0,30000.0,500000.0,48,700,student,800000.0,business,Reject,1.58,0.62,100,"['KYC failed (mock).', 'Low income (< 50,000).', 'High DTI (>= 0.6).']",0.05,"[{'code': 'LOW_INCOME', 'message': 'Low income (< 50,000).', 'severity': 'flag'}, {'code': 'HIGH_DTI', 'message': 'High DTI (>= 0.6).', 'severity': 'reject'}, {'code': 'KYC_FAIL', 'message': 'KYC failed (mock).', 'severity': 'reject'}]",fail,True
2025-08-13T18:16:53,10019,26,66017.0,30000.0,500000.0,24,698,employed,800000.0,personal,Flag,0.45,0.62,71,['Borderline metrics; needs manual review.'],0.3,"[{'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}, {'code': 'BORDERLINE', 'message': 'Borderline metrics; needs manual review.', 'severity': 'warn'}]",pass,False
2025-08-13T18:22:46,10006,33,135858.0,30000.0,500000.0,24,639,contract,800000.0,personal,Flag,0.22,0.62,77,['Borderline metrics; needs manual review.'],0.3,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.4).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}, {'code': 'BORDERLINE', 'message': 'Borderline metrics; needs manual review.', 'severity': 'warn'}]",pass,False
2025-08-13T18:23:42,10014,18,30010.0,30000.0,500000.0,24,598,student,800000.0,personal,Reject,1.0,0.62,100,"['Low income (< 50,000).', 'High DTI (>= 0.6).']",0.05,"[{'code': 'LOW_INCOME', 'message': 'Low income (< 50,000).', 'severity': 'flag'}, {'code': 'HIGH_DTI', 'message': 'High DTI (>= 0.6).', 'severity': 'reject'}]",pass,False
2025-08-13T18:29:53,10015,18,151285.0,30000.0,500000.0,24,720,employed,800000.0,personal,Approve,0.2,0.62,65,"['Good credit score (>= 700).', 'Acceptable DTI (<= 0.4).', 'Low LTV (<= 0.8) or no collateral needed.', 'High income (>= 100,000).']",0.6,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.4).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-13T18:30:35,10015,18,151285.0,30000.0,500000.0,24,720,employed,800000.0,personal,Approve,0.2,0.62,65,"['Good credit score (>= 700).', 'Acceptable DTI (<= 0.4).', 'Low LTV (<= 0.8) or no collateral needed.', 'High income (>= 100,000).']",0.6,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.4).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-13T18:51:21,10015,18,151285.0,30000.0,500000.0,24,720,employed,800000.0,personal,Approve,0.2,0.62,65,"['Good credit score (>= 700).', 'Acceptable DTI (<= 0.4).', 'Low LTV (<= 0.8) or no collateral needed.', 'High income (>= 100,000).']",0.6,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.4).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-13T18:57:56,10006,33,135858.0,30000.0,500000.0,24,639,contract,800000.0,personal,Flag,0.22,0.62,77,['Borderline metrics; needs manual review.'],0.3,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.4).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}, {'code': 'BORDERLINE', 'message': 'Borderline metrics; needs manual review.', 'severity': 'warn'}]",pass,False
2025-08-13T18:59:34,10013,37,100996.0,30000.0,500000.0,24,587,retired,800000.0,personal,Flag,0.3,0.62,80,['Borderline metrics; needs manual review.'],0.3,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.4).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}, {'code': 'BORDERLINE', 'message': 'Borderline metrics; needs manual review.', 'severity': 'warn'}]",pass,False
2025-08-14T10:41:54,10005,33,85185.0,30000.0,500000.0,24,760,retired,800000.0,personal,Approve,0.35,0.62,60,"['Good credit score (>= 700).', 'Acceptable DTI (<= 0.4).', 'Low LTV (<= 0.8) or no collateral needed.']",0.6,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.4).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}]",pass,False
2025-08-14T12:19:31,10006,33,135858.0,30000.0,500000.0,24,639,contract,800000.0,personal,Flag,0.22,0.62,77,['Borderline metrics; needs manual review.'],0.3,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.4).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}, {'code': 'BORDERLINE', 'message': 'Borderline metrics; needs manual review.', 'severity': 'warn'}]",pass,False
2025-08-19T10:14:39+00:00,10005,33,85185.0,4873.0,238329.0,24,760,retired,,personal,Approve,0.06,,60,"['Good credit score (>= 700).', 'Acceptable DTI (<= 0.4).', 'Low LTV (<= 0.8) or no collateral needed.']",0.6,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.4).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.8) or no collateral needed.', 'severity': 'info'}]",pass,False
2025-08-19T10:29:48+00:00,10002,34,144165.0,4850.0,243099.0,36,587,employed,,education,Flag,0.03,,75,['No collateral provided.'],0.55,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-19T10:30:09+00:00,10005,33,85185.0,4873.0,238329.0,24,760,retired,,personal,Flag,0.06,,60,['No collateral provided.'],0.55,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}]",pass,False
2025-08-19T10:30:28+00:00,10015,18,151285.0,21118.0,4013939.0,120,720,employed,7112754.0,home,Approve,0.14,0.56,70,[],0.85,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.80).', 'severity': 'info'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-19T10:30:50+00:00,10061,30,36121.0,31519.0,2784621.0,120,604,student,5925827.0,home,Reject,0.87,0.47,100,['High DTI (>= 0.60).'],0.95,"[{'code': 'HIGH_DTI', 'message': 'High DTI (>= 0.60).', 'severity': 'reject'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.80).', 'severity': 'info'}]",pass,False
2025-08-19T10:31:32+00:00,10016,29,88364.0,29329.0,977639.0,60,770,employed,2530180.0,business,Approve,0.33,0.39,55,[],0.85,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'GOOD_LTV', 'message': 'Low LTV (<= 0.80).', 'severity': 'info'}]",pass,False
2025-08-19T10:32:28+00:00,10005,33,85185.0,4873.0,238329.0,24,760,retired,,personal,Flag,0.06,,60,['No collateral provided.'],0.55,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}]",pass,False
2025-08-19T10:37:59+00:00,10002,34,144165.0,4850.0,243099.0,36,587,employed,,education,Flag,0.03,,75,['No collateral provided.'],0.55,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-19T10:43:45+00:00,10004,50,60822.0,8323.0,299206.0,36,707,employed,,personal,Flag,0.14,,60,['No collateral provided.'],0.55,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}]",pass,False
2025-08-19T10:47:00+00:00,10002,34,144165.0,4850.0,243099.0,36,587,employed,,education,Flag,0.03,,75,['No collateral provided.'],0.55,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-19T10:52:43+00:00,10002,34,144165.0,4850.0,243099.0,36,587,employed,,education,Flag,0.03,,75,['No collateral provided.'],0.55,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-19T10:53:28+00:00,10013,37,100996.0,12004.0,170707.0,24,587,retired,,personal,Flag,0.12,,80,['No collateral provided.'],0.55,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-19T10:57:06+00:00,10002,34,144165.0,4850.0,243099.0,36,587,employed,,education,Flag,0.03,,75,['No collateral provided.'],0.55,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-19T15:56:15+00:00,10005,33,85185.0,4873.0,238329.0,24,760,retired,,personal,Flag,0.06,,60,['No collateral provided.'],0.55,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}]",pass,False
2025-08-19T16:01:48+00:00,10005,33,85185.0,4873.0,238329.0,24,760,retired,,personal,Flag,0.06,,60,['No collateral provided.'],0.55,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}]",pass,False
2025-08-19T16:24:51Z,10002,34,144165.0,4850.0,243099.0,36,587,employed,,education,Flag,0.03,,75,['No collateral provided.'],0.55,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-19T16:31:58Z,10002,34,144165.0,4850.0,243099.0,36,587,employed,,education,Flag,0.03,,75,['No collateral provided.'],0.55,"[{'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}, {'code': 'HIGH_INCOME', 'message': 'High income (>= 100,000).', 'severity': 'info'}]",pass,False
2025-08-19T16:32:36Z,10005,33,85185.0,4873.0,238329.0,24,760,retired,,personal,Flag,0.06,,60,['No collateral provided.'],0.55,"[{'code': 'GOOD_SCORE', 'message': 'Good credit score (>= 700).', 'severity': 'info'}, {'code': 'GOOD_DTI', 'message': 'Acceptable DTI (<= 0.40).', 'severity': 'info'}, {'code': 'NO_COLLATERAL', 'message': 'No collateral provided.', 'severity': 'warn'}]",pass,False
